I_Code_Arrondissements	I_Region	I_Dep	I_Ar	I_Cheflieu	I_Tncc	I_Artmaj	I_Ncc	I_Armin	I_Nccent	ColResultInSnipet	Wiki_Url	Wiki_Name_Snipet	Wiki_name_arrondissement	Wiki_Coordinates_lat	Wiki_Coordinates_lon	W_Pays	W_Region	W_Departement	W_Chef-lieu	W_Code_arrondissement	W_Population	W_Densite	W_Superficie	W_Cantons	W_Communes	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr
16 1	75	16	1	16015	1		ANGOULEME		Angoulême	20	/wiki/Arrondissement_d'Angoulême	Arrondissement d'Angoulême	Arrondissement d'Angoulême	45.65	0.15	France	Nouvelle-Aquitaine	Charente	Angoulême	None	197 377 hab. (2014)	89 hab./km2	2 217 km2	16	153	Ангулем (округ)		Arrondissement of Angoulême	Arrondissement Angoulême	Okręg Angoulême	Distrito de Angulema		Arrondissement di Angoulême	Arrondissement Angoulême				Arrondissement Angoulême	Arondismentul Angoulême			Angoulême (obvod)				https://ru.wikipedia.org/wiki/Ангулем_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Angoulême	https://de.wikipedia.org/wiki/Arrondissement_Angoulême	https://pl.wikipedia.org/wiki/Okręg_Angoulême	https://es.wikipedia.org/wiki/Distrito_de_Angulema		https://it.wikipedia.org/wiki/Arrondissement_di_Angoulême	https://nl.wikipedia.org/wiki/Arrondissement_Angoulême				https://cs.wikipedia.org/wiki/Arrondissement_Angoulême	https://ro.wikipedia.org/wiki/Arondismentul_Angoulême			https://sk.wikipedia.org/wiki/Angoulême_(obvod)			
36 4	24	36	4	36088	1		ISSOUDUN		Issoudun	1	/wiki/Arrondissement_d'Issoudun	Arrondissement d'Issoudun	Arrondissement d'Issoudun	46.95	1.98333333	France	Centre-Val de Loire	Indre	Issoudun	36 4	34 964 hab. (2014)	30 hab./km2	1 182,31 km2	5	49	Исудён (округ)		Arrondissement of Issoudun	Arrondissement Issoudun	Okręg Issoudun	Distrito de Issoudun		Arrondissement di Issoudun	Arrondissement Issoudun				Arrondissement Issoudun	Arondismentul Issoudun			Issoudun (obvod)				https://ru.wikipedia.org/wiki/Исудён_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Issoudun	https://de.wikipedia.org/wiki/Arrondissement_Issoudun	https://pl.wikipedia.org/wiki/Okręg_Issoudun	https://es.wikipedia.org/wiki/Distrito_de_Issoudun		https://it.wikipedia.org/wiki/Arrondissement_di_Issoudun	https://nl.wikipedia.org/wiki/Arrondissement_Issoudun				https://cs.wikipedia.org/wiki/Arrondissement_Issoudun	https://ro.wikipedia.org/wiki/Arondismentul_Issoudun			https://sk.wikipedia.org/wiki/Issoudun_(obvod)			
18 3	24	18	3	18279	0		VIERZON		Vierzon	1	/wiki/Arrondissement_de_Vierzon	Arrondissement de Vierzon	Arrondissement de Vierzon	47.21666667	2.05	France	Centre-Val de Loire	Cher	Vierzon	18 3	71 271 hab. (2011)	40 hab./km2	1 767 km2	8	43	Вьерзон (округ)		Arrondissement of Vierzon	Arrondissement Vierzon	Okręg Vierzon	Distrito de Vierzon		Arrondissement di Vierzon	Arrondissement Vierzon				Arrondissement Vierzon	Arondismentul Vierzon			Vierzon (obvod)				https://ru.wikipedia.org/wiki/Вьерзон_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Vierzon	https://de.wikipedia.org/wiki/Arrondissement_Vierzon	https://pl.wikipedia.org/wiki/Okręg_Vierzon	https://es.wikipedia.org/wiki/Distrito_de_Vierzon		https://it.wikipedia.org/wiki/Arrondissement_di_Vierzon	https://nl.wikipedia.org/wiki/Arrondissement_Vierzon				https://cs.wikipedia.org/wiki/Arrondissement_Vierzon	https://ro.wikipedia.org/wiki/Arondismentul_Vierzon			https://sk.wikipedia.org/wiki/Vierzon_(obvod)			
18 2	24	18	2	18197	0		SAINT-AMAND-MONTROND		Saint-Amand-Montrond	1	/wiki/Arrondissement_de_Saint-Amand-Montrond	Arrondissement de Saint-Amand-Montrond	Arrondissement de Saint-Amand-Montrond	46.7167	2.5	France	Centre-Val de Loire	Cher	Saint-Amand-Montrond	18 2	67 168 hab. (2011)	25 hab./km2	2 670 km2	11	116	Сент-Аман-Монрон (округ)	Сент-Аман-Монтрон (округ)	Arrondissement of Saint-Amand-Montrond	Arrondissement Saint-Amand-Montrond	Okręg Saint-Amand-Montrond	Distrito de Saint-Amand-Montrond		Arrondissement di Saint-Amand-Montrond	Arrondissement Saint-Amand-Montrond				Arrondissement Saint-Amand-Montrond	Arondismentul Saint-Amand-Montrond			Saint-Amand-Montrond (obvod)				https://ru.wikipedia.org/wiki/Сент-Аман-Монрон_(округ)	https://uk.wikipedia.org/wiki/Сент-Аман-Монтрон_(округ)	https://en.wikipedia.org/wiki/Arrondissement_of_Saint-Amand-Montrond	https://de.wikipedia.org/wiki/Arrondissement_Saint-Amand-Montrond	https://pl.wikipedia.org/wiki/Okręg_Saint-Amand-Montrond	https://es.wikipedia.org/wiki/Distrito_de_Saint-Amand-Montrond		https://it.wikipedia.org/wiki/Arrondissement_di_Saint-Amand-Montrond	https://nl.wikipedia.org/wiki/Arrondissement_Saint-Amand-Montrond				https://cs.wikipedia.org/wiki/Arrondissement_Saint-Amand-Montrond	https://ro.wikipedia.org/wiki/Arondismentul_Saint-Amand-Montrond			https://sk.wikipedia.org/wiki/Saint-Amand-Montrond_(obvod)			
18 1	24	18	1	18033	0		BOURGES		Bourges	1	/wiki/Arrondissement_de_Bourges	Arrondissement de Bourges	Arrondissement de Bourges	47.0844	2.39639	France	Centre-Val de Loire	Cher	Bourges	18 1	173 255 hab. (2011)	62 hab./km2	2 798 km2	16	131	Бурж (округ)		Arrondissement of Bourges	Arrondissement Bourges	Okręg Bourges	Distrito de Bourges		Arrondissement di Bourges	Arrondissement Bourges				Arrondissement Bourges	Arondismentul Bourges			Bourges (obvod)				https://ru.wikipedia.org/wiki/Бурж_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Bourges	https://de.wikipedia.org/wiki/Arrondissement_Bourges	https://pl.wikipedia.org/wiki/Okręg_Bourges	https://es.wikipedia.org/wiki/Distrito_de_Bourges		https://it.wikipedia.org/wiki/Arrondissement_di_Bourges	https://nl.wikipedia.org/wiki/Arrondissement_Bourges				https://cs.wikipedia.org/wiki/Arrondissement_Bourges	https://ro.wikipedia.org/wiki/Arondismentul_Bourges			https://sk.wikipedia.org/wiki/Bourges_(obvod)			
35 1	53	35	1	35115	0		FOUGERES-VITRE		Fougères-Vitré	1	/wiki/Arrondissement_de_Fougères-Vitré	Arrondissement de Fougères-Vitré	Arrondissement de Fougères-Vitré	48.35	-1.2	France	Bretagne	Ille-et-Vilaine	Fougères	35 1	179 231 hab. (2014)	83 hab./km2	2 152 km2	12	116	Фужер-Витре (округ)		Arrondissement of Fougères-Vitré	Arrondissement Fougères-Vitré	Okręg Fougères-Vitré	Distrito de Fougères-Vitré		Arrondissement di Fougères-Vitré	Arrondissement Fougères-Vitré				Arrondissement Fougères-Vitré	Arondismentul Fougères-Vitré			Fougères-Vitré				https://ru.wikipedia.org/wiki/Фужер-Витре_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Fougères-Vitré	https://de.wikipedia.org/wiki/Arrondissement_Fougères-Vitré	https://pl.wikipedia.org/wiki/Okręg_Fougères-Vitré	https://es.wikipedia.org/wiki/Distrito_de_Fougères-Vitré		https://it.wikipedia.org/wiki/Arrondissement_di_Fougères-Vitré	https://nl.wikipedia.org/wiki/Arrondissement_Fougères-Vitré				https://cs.wikipedia.org/wiki/Arrondissement_Fougères-Vitré	https://ro.wikipedia.org/wiki/Arondismentul_Fougères-Vitré			https://sk.wikipedia.org/wiki/Fougères-Vitré			
95 2	11	95	2	95585	0		SARCELLES		Sarcelles	1	/wiki/Arrondissement_de_Sarcelles	Arrondissement de Sarcelles	Arrondissement de Sarcelles	48.99722222	2.37861111	France	Île-de-France	Val-d'Oise	Sarcelles	95 2	453 123 hab. (2011)	1 245 hab./km2	364 km2	15	61	Сарсель (округ)		Arrondissement of Sarcelles	Arrondissement Sarcelles	Okręg Sarcelles	Distrito de Sarcelles		Arrondissement di Sarcelles	Arrondissement Sarcelles	Sarcelles (Arrondissement)			Arrondissement Sarcelles	Arondismentul Sarcelles			Sarcelles (obvod)				https://ru.wikipedia.org/wiki/Сарсель_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Sarcelles	https://de.wikipedia.org/wiki/Arrondissement_Sarcelles	https://pl.wikipedia.org/wiki/Okręg_Sarcelles	https://es.wikipedia.org/wiki/Distrito_de_Sarcelles		https://it.wikipedia.org/wiki/Arrondissement_di_Sarcelles	https://nl.wikipedia.org/wiki/Arrondissement_Sarcelles	https://da.wikipedia.org/wiki/Sarcelles_(Arrondissement)			https://cs.wikipedia.org/wiki/Arrondissement_Sarcelles	https://ro.wikipedia.org/wiki/Arondismentul_Sarcelles			https://sk.wikipedia.org/wiki/Sarcelles_(obvod)			
95 3	11	95	3	95500	0		PONTOISE		Pontoise	20	/wiki/Arrondissement_de_Pontoise	Arrondissement de Pontoise	Arrondissement de Pontoise	49.05083333	2.09638889	France	Île-de-France	Val-d'Oise	Pontoise	None	493 988 hab. (2011)	597 hab./km2	828 km2	17	117	Понтуаз (округ)		Arrondissement of Pontoise	Arrondissement Pontoise	Okręg Pontoise	Distrito de Pontoise		Arrondissement di Pontoise	Arrondissement Pontoise	Pontoise (Arrondissement)			Arrondissement Pontoise	Arondismentul Pontoise			Pontoise (obvod)				https://ru.wikipedia.org/wiki/Понтуаз_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Pontoise	https://de.wikipedia.org/wiki/Arrondissement_Pontoise	https://pl.wikipedia.org/wiki/Okręg_Pontoise	https://es.wikipedia.org/wiki/Distrito_de_Pontoise		https://it.wikipedia.org/wiki/Arrondissement_di_Pontoise	https://nl.wikipedia.org/wiki/Arrondissement_Pontoise	https://da.wikipedia.org/wiki/Pontoise_(Arrondissement)			https://cs.wikipedia.org/wiki/Arrondissement_Pontoise	https://ro.wikipedia.org/wiki/Arondismentul_Pontoise			https://sk.wikipedia.org/wiki/Pontoise_(obvod)			
16 3	75	16	3	16106	0		CONFOLENS		Confolens	20	/wiki/Arrondissement_de_Confolens	Arrondissement de Confolens	Arrondissement de Confolens	46.0167	0.666667	France	Nouvelle-Aquitaine	Charente	Confolens	None	64 973 hab. (2011)	29 hab./km2	2 268 km2	10	139	Конфолан (округ)		Arrondissement of Confolens	Arrondissement Confolens	Okręg Confolens	Distrito de Confolens		Arrondissement di Confolens	Arrondissement Confolens				Arrondissement Confolens	Arondismentul Confolens			Confolens (obvod)				https://ru.wikipedia.org/wiki/Конфолан_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Confolens	https://de.wikipedia.org/wiki/Arrondissement_Confolens	https://pl.wikipedia.org/wiki/Okręg_Confolens	https://es.wikipedia.org/wiki/Distrito_de_Confolens		https://it.wikipedia.org/wiki/Arrondissement_di_Confolens	https://nl.wikipedia.org/wiki/Arrondissement_Confolens				https://cs.wikipedia.org/wiki/Arrondissement_Confolens	https://ro.wikipedia.org/wiki/Arondismentul_Confolens			https://sk.wikipedia.org/wiki/Confolens_(obvod)			
16 2	75	16	2	16102	0		COGNAC		Cognac	20	/wiki/Arrondissement_de_Cognac	Arrondissement de Cognac	Arrondissement de Cognac	45.68333333	-0.33333333	France	Nouvelle-Aquitaine	Charente	Cognac	None	91 803 hab. (2011)	62 hab./km2	1 471 km2	9	112	Коньяк (округ)		Arrondissement of Cognac	Arrondissement Cognac	Okręg Cognac	Distrito de Cognac		Arrondissement di Cognac	Arrondissement Cognac				Arrondissement Cognac	Arondismentul Cognac			Cognac (obvod)				https://ru.wikipedia.org/wiki/Коньяк_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Cognac	https://de.wikipedia.org/wiki/Arrondissement_Cognac	https://pl.wikipedia.org/wiki/Okręg_Cognac	https://es.wikipedia.org/wiki/Distrito_de_Cognac		https://it.wikipedia.org/wiki/Arrondissement_di_Cognac	https://nl.wikipedia.org/wiki/Arrondissement_Cognac				https://cs.wikipedia.org/wiki/Arrondissement_Cognac	https://ro.wikipedia.org/wiki/Arondismentul_Cognac			https://sk.wikipedia.org/wiki/Cognac_(obvod)			
35 2	53	35	2	35236	0		REDON		Redon	1	/wiki/Arrondissement_de_Redon	Arrondissement de Redon	Arrondissement de Redon	47.65	-2.08333	France	Bretagne	Ille-et-Vilaine	Redon	35 2	105 580 hab. (2013)	79 hab./km2	1 335 km2	7	53	Редон (округ)		Arrondissement of Redon	Arrondissement Redon	Okręg Redon	Distrito de Redon		Arrondissement di Redon	Arrondissement Redon				Arrondissement Redon	Arondismentul Redon			Redon (obvod)				https://ru.wikipedia.org/wiki/Редон_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Redon	https://de.wikipedia.org/wiki/Arrondissement_Redon	https://pl.wikipedia.org/wiki/Okręg_Redon	https://es.wikipedia.org/wiki/Distrito_de_Redon		https://it.wikipedia.org/wiki/Arrondissement_di_Redon	https://nl.wikipedia.org/wiki/Arrondissement_Redon				https://cs.wikipedia.org/wiki/Arrondissement_Redon	https://ro.wikipedia.org/wiki/Arondismentul_Redon			https://sk.wikipedia.org/wiki/Redon_(obvod)			
59 1	32	59	1	59036	1		AVESNES-SUR-HELPE		Avesnes-sur-Helpe	20	/wiki/Arrondissement_d'Avesnes-sur-Helpe	Arrondissement d'Avesnes-sur-Helpe	Arrondissement d'Avesnes-sur-Helpe	50.1167	3.93333	France	Hauts-de-France	Nord	Avesnes-sur-Helpe	None	231 727 hab. (2014)	165 hab./km2	1 407,88 km2	4 (2015)	151 (2015)	Авен-сюр-Эльп (округ)		Arrondissement of Avesnes-sur-Helpe	Arrondissement Avesnes-sur-Helpe	Okręg Avesnes-sur-Helpe	Distrito de Avesnes-sur-Helpe		Arrondissement di Avesnes-sur-Helpe	Arrondissement Avesnes-sur-Helpe				Arrondissement Avesnes-sur-Helpe	Arondismentul Avesnes-sur-Helpe			Avesnes-sur-Helpe (obvod)				https://ru.wikipedia.org/wiki/Авен-сюр-Эльп_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Avesnes-sur-Helpe	https://de.wikipedia.org/wiki/Arrondissement_Avesnes-sur-Helpe	https://pl.wikipedia.org/wiki/Okręg_Avesnes-sur-Helpe	https://es.wikipedia.org/wiki/Distrito_de_Avesnes-sur-Helpe		https://it.wikipedia.org/wiki/Arrondissement_di_Avesnes-sur-Helpe	https://nl.wikipedia.org/wiki/Arrondissement_Avesnes-sur-Helpe				https://cs.wikipedia.org/wiki/Arrondissement_Avesnes-sur-Helpe	https://ro.wikipedia.org/wiki/Arondismentul_Avesnes-sur-Helpe			https://sk.wikipedia.org/wiki/Avesnes-sur-Helpe_(obvod)			
95 1	11	95	1	95018	1		ARGENTEUIL		Argenteuil	20	/wiki/Arrondissement_d'Argenteuil	Arrondissement d'Argenteuil	Arrondissement d'Argenteuil	48.9475	2.24888889	France	Île-de-France	Val-d'Oise	Argenteuil	None	233 254 hab. (2011)	4 401 hab./km2	53 km2	7	7	Аржантёй (округ)		Arrondissement of Argenteuil	Arrondissement Argenteuil	Okręg Argenteuil	Distrito de Argenteuil		Arrondissement di Argenteuil	Arrondissement Argenteuil	Argenteuil (Arrondissement)			Arrondissement Argenteuil	Arondismentul Argenteuil			Argenteuil (obvod)				https://ru.wikipedia.org/wiki/Аржантёй_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Argenteuil	https://de.wikipedia.org/wiki/Arrondissement_Argenteuil	https://pl.wikipedia.org/wiki/Okręg_Argenteuil	https://es.wikipedia.org/wiki/Distrito_de_Argenteuil		https://it.wikipedia.org/wiki/Arrondissement_di_Argenteuil	https://nl.wikipedia.org/wiki/Arrondissement_Argenteuil	https://da.wikipedia.org/wiki/Argenteuil_(Arrondissement)			https://cs.wikipedia.org/wiki/Arrondissement_Argenteuil	https://ro.wikipedia.org/wiki/Arondismentul_Argenteuil			https://sk.wikipedia.org/wiki/Argenteuil_(obvod)			
12 3	76	12	3	12300	0		VILLEFRANCHE-DE-ROUERGUE		Villefranche-de-Rouergue	20	/wiki/Arrondissement_de_Villefranche-de-Rouergue	Arrondissement de Villefranche-de-Rouergue	Arrondissement de Villefranche-de-Rouergue	44.35	2.05	France	Occitanie	Aveyron	Villefranche-de-Rouergue	None	63 808 hab. (2014)	49 hab./km2	1 293 km2	6	64	Вильфранш-де-Руэрг (округ)		Arrondissement of Villefranche-de-Rouergue	Arrondissement Villefranche-de-Rouergue	Okręg Villefranche-de-Rouergue	Distrito de Villefranche-de-Rouergue		Arrondissement di Villefranche-de-Rouergue	Arrondissement Villefranche-de-Rouergue				Arrondissement Villefranche-de-Rouergue	Arondismentul Villefranche-de-Rouergue			Villefranche-de-Rouergue (obvod)				https://ru.wikipedia.org/wiki/Вильфранш-де-Руэрг_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Villefranche-de-Rouergue	https://de.wikipedia.org/wiki/Arrondissement_Villefranche-de-Rouergue	https://pl.wikipedia.org/wiki/Okręg_Villefranche-de-Rouergue	https://es.wikipedia.org/wiki/Distrito_de_Villefranche-de-Rouergue		https://it.wikipedia.org/wiki/Arrondissement_di_Villefranche-de-Rouergue	https://nl.wikipedia.org/wiki/Arrondissement_Villefranche-de-Rouergue				https://cs.wikipedia.org/wiki/Arrondissement_Villefranche-de-Rouergue	https://ro.wikipedia.org/wiki/Arondismentul_Villefranche-de-Rouergue			https://sk.wikipedia.org/wiki/Villefranche-de-Rouergue_(obvod)			
70 1	27	70	1	70310	0		LURE		Lure	1	/wiki/Arrondissement_de_Lure	Arrondissement de Lure	Arrondissement de Lure	47.68333333	6.48333333	France	Bourgogne-Franche-Comté	Haute-Saône	Lure	701	109 757 hab. (2011)	59 hab./km2	1 848 km2	13	194	Люр (округ)		Arrondissement of Lure	Arrondissement Lure	Okręg Lure	Distrito de Lure		Arrondissement di Lure	Arrondissement Lure				Arrondissement Lure	Arondismentul Lure			Lure (obvod)				https://ru.wikipedia.org/wiki/Люр_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Lure	https://de.wikipedia.org/wiki/Arrondissement_Lure	https://pl.wikipedia.org/wiki/Okręg_Lure	https://es.wikipedia.org/wiki/Distrito_de_Lure		https://it.wikipedia.org/wiki/Arrondissement_di_Lure	https://nl.wikipedia.org/wiki/Arrondissement_Lure				https://cs.wikipedia.org/wiki/Arrondissement_Lure	https://ro.wikipedia.org/wiki/Arondismentul_Lure			https://sk.wikipedia.org/wiki/Lure_(obvod)			
70 2	27	70	2	70550	0		VESOUL		Vesoul	1	/wiki/Arrondissement_de_Vesoul	Arrondissement de Vesoul	Arrondissement de Vesoul	47.61666667	6.15	France	Bourgogne-Franche-Comté	Haute-Saône	Vesoul	702	129 938 hab. (2011)	37 hab./km2	3 512 km2	19	351	Везуль (округ)		Arrondissement of Vesoul	Arrondissement Vesoul	Okręg Vesoul	Distrito de Vesoul		Arrondissement di Vesoul	Arrondissement Vesoul				Arrondissement Vesoul	Arondismentul Vesoul			Vesoul (obvod)				https://ru.wikipedia.org/wiki/Везуль_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Vesoul	https://de.wikipedia.org/wiki/Arrondissement_Vesoul	https://pl.wikipedia.org/wiki/Okręg_Vesoul	https://es.wikipedia.org/wiki/Distrito_de_Vesoul		https://it.wikipedia.org/wiki/Arrondissement_di_Vesoul	https://nl.wikipedia.org/wiki/Arrondissement_Vesoul				https://cs.wikipedia.org/wiki/Arrondissement_Vesoul	https://ro.wikipedia.org/wiki/Arondismentul_Vesoul			https://sk.wikipedia.org/wiki/Vesoul_(obvod)			
46 2	76	46	2	46102	0		FIGEAC		Figeac	20	/wiki/Arrondissement_de_Figeac	Arrondissement de Figeac	Arrondissement de Figeac	44.61666667	2.03333333	France	Occitanie	Lot	Figeac	None	53 871 hab. (2011)	35 hab./km2	1 550 km2	9	120	Фижак (округ)		Arrondissement of Figeac	Arrondissement Figeac	Okręg Figeac	Distrito de Figeac		Arrondissement di Figeac	Arrondissement Figeac				Arrondissement Figeac	Arondismentul Figeac			Figeac (obvod)				https://ru.wikipedia.org/wiki/Фижак_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Figeac	https://de.wikipedia.org/wiki/Arrondissement_Figeac	https://pl.wikipedia.org/wiki/Okręg_Figeac	https://es.wikipedia.org/wiki/Distrito_de_Figeac		https://it.wikipedia.org/wiki/Arrondissement_di_Figeac	https://nl.wikipedia.org/wiki/Arrondissement_Figeac				https://cs.wikipedia.org/wiki/Arrondissement_Figeac	https://ro.wikipedia.org/wiki/Arondismentul_Figeac			https://sk.wikipedia.org/wiki/Figeac_(obvod)			
46 3	76	46	3	46127	0		GOURDON		Gourdon	20	/wiki/Arrondissement_de_Gourdon	Arrondissement de Gourdon	Arrondissement de Gourdon	44.7333	1.38333	France	Occitanie	Lot	Gourdon	None	43 538 hab. (2013)	29 hab./km2	1 487 km2	9	85	Гурдон (округ)		Arrondissement of Gourdon	Arrondissement Gourdon	Okręg Gourdon	Distrito de Gourdon		Arrondissement di Gourdon	Arrondissement Gourdon				Arrondissement Gourdon	Arondismentul Gourdon			Gourdon (obvod)				https://ru.wikipedia.org/wiki/Гурдон_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Gourdon	https://de.wikipedia.org/wiki/Arrondissement_Gourdon	https://pl.wikipedia.org/wiki/Okręg_Gourdon	https://es.wikipedia.org/wiki/Distrito_de_Gourdon		https://it.wikipedia.org/wiki/Arrondissement_di_Gourdon	https://nl.wikipedia.org/wiki/Arrondissement_Gourdon				https://cs.wikipedia.org/wiki/Arrondissement_Gourdon	https://ro.wikipedia.org/wiki/Arondismentul_Gourdon			https://sk.wikipedia.org/wiki/Gourdon_(obvod)			
46 1	76	46	1	46042	0		CAHORS		Cahors	20	/wiki/Arrondissement_de_Cahors	Arrondissement de Cahors	Arrondissement de Cahors	44.45	1.43333333	France	Occitanie	Lot	Cahors	None	76 216 hab. (2014)	35 hab./km2	2 179 km2	13	135	Каор (округ)		Arrondissement of Cahors	Arrondissement Cahors	Okręg Cahors	Distrito de Cahors		Arrondissement di Cahors	Arrondissement Cahors				Arrondissement Cahors	Arondismentul Cahors			Cahors (obvod)				https://ru.wikipedia.org/wiki/Каор_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Cahors	https://de.wikipedia.org/wiki/Arrondissement_Cahors	https://pl.wikipedia.org/wiki/Okręg_Cahors	https://es.wikipedia.org/wiki/Distrito_de_Cahors		https://it.wikipedia.org/wiki/Arrondissement_di_Cahors	https://nl.wikipedia.org/wiki/Arrondissement_Cahors				https://cs.wikipedia.org/wiki/Arrondissement_Cahors	https://ro.wikipedia.org/wiki/Arondismentul_Cahors			https://sk.wikipedia.org/wiki/Cahors_(obvod)			
973 2	3	973	2	97311	0		SAINT-LAURENT-DU-MARONI		Saint-Laurent-du-Maroni	20	/wiki/Arrondissement_de_Saint-Laurent-du-Maroni	Arrondissement de Saint-Laurent-du-Maroni	Arrondissement de Saint-Laurent-du-Maroni	5.49555556	-54.03083333	France	Guyane	Guyane	Saint-Laurent-du-Maroni	None	87 849 hab. (2014)	2,1 hab./km2	40 945 km2	3	8	Сен-Лоран-дю-Марони (округ)		Arrondissement of Saint-Laurent-du-Maroni	Arrondissement Saint-Laurent-du-Maroni	Okręg Saint-Laurent-du-Maroni	Distrito de Saint-Laurent-du-Maroni		Arrondissement di Saint-Laurent-du-Maroni	Arrondissement Saint-Laurent-du-Maroni			Arrondissement de Saint-Laurent-du-Maroni	Arrondissement Saint-Laurent-du-Maroni	Arondismentul Saint-Laurent-du-Maroni			Saint-Laurent-du-Maroni (obvod)				https://ru.wikipedia.org/wiki/Сен-Лоран-дю-Марони_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Saint-Laurent-du-Maroni	https://de.wikipedia.org/wiki/Arrondissement_Saint-Laurent-du-Maroni	https://pl.wikipedia.org/wiki/Okręg_Saint-Laurent-du-Maroni	https://es.wikipedia.org/wiki/Distrito_de_Saint-Laurent-du-Maroni		https://it.wikipedia.org/wiki/Arrondissement_di_Saint-Laurent-du-Maroni	https://nl.wikipedia.org/wiki/Arrondissement_Saint-Laurent-du-Maroni			https://sv.wikipedia.org/wiki/Arrondissement_de_Saint-Laurent-du-Maroni	https://cs.wikipedia.org/wiki/Arrondissement_Saint-Laurent-du-Maroni	https://ro.wikipedia.org/wiki/Arondismentul_Saint-Laurent-du-Maroni			https://sk.wikipedia.org/wiki/Saint-Laurent-du-Maroni_(obvod)			
39 1	27	39	1	39198	0		DOLE		Dole	1	/wiki/Arrondissement_de_Dole	Arrondissement de Dole	Arrondissement de Dole	47.08333333	5.48333333	France	Bourgogne-Franche-Comté	Jura	Dole	391	83 610 hab. (2012)	71 hab./km2	1 171 km2	10	125	Доль (округ)		Arrondissement of Dole	Arrondissement Dole	Okręg Dole	Distrito de Dole		Arrondissement di Dole	Arrondissement Dole				Arrondissement Dole	Arondismentul Dole			Dole (obvod)				https://ru.wikipedia.org/wiki/Доль_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Dole	https://de.wikipedia.org/wiki/Arrondissement_Dole	https://pl.wikipedia.org/wiki/Okręg_Dole	https://es.wikipedia.org/wiki/Distrito_de_Dole		https://it.wikipedia.org/wiki/Arrondissement_di_Dole	https://nl.wikipedia.org/wiki/Arrondissement_Dole				https://cs.wikipedia.org/wiki/Arrondissement_Dole	https://ro.wikipedia.org/wiki/Arondismentul_Dole			https://sk.wikipedia.org/wiki/Dole_(obvod)			
64 3	75	64	3	64445	0		PAU		Pau	1	/wiki/Arrondissement_de_Pau	Arrondissement de Pau	Arrondissement de Pau	43.3	-0.366667	France	Nouvelle-Aquitaine	Pyrénées-Atlantiques	Pau	64 3	305 089 hab. (2014)	123 hab./km2	2 490 km2	21	269	По (округ)		Arrondissement of Pau	Arrondissement Pau	Okręg Pau	Distrito de Pau		Arrondissement di Pau	Arrondissement Pau				Arrondissement Pau	Arondismentul Pau			Pau (obvod)				https://ru.wikipedia.org/wiki/По_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Pau	https://de.wikipedia.org/wiki/Arrondissement_Pau	https://pl.wikipedia.org/wiki/Okręg_Pau	https://es.wikipedia.org/wiki/Distrito_de_Pau		https://it.wikipedia.org/wiki/Arrondissement_di_Pau	https://nl.wikipedia.org/wiki/Arrondissement_Pau				https://cs.wikipedia.org/wiki/Arrondissement_Pau	https://ro.wikipedia.org/wiki/Arondismentul_Pau			https://sk.wikipedia.org/wiki/Pau_(obvod)			
